"Key","Issue Type","Summary","Status","Created","Priority","Motivo Impedimento","Fix versions","Backlog","Developer Testing","Done","In Progress","Open","Presa in carico","READY IN HOTFIX","rejected","Released","TESTING IN HOTFIX","To Do-RESEVO","Waiting for support","Waiting for Support (II° Level)-10104","Total","'->Backlog","'->Developer Testing","'->Done","'->In Progress","'->Open","'->Presa in carico","'->READY IN HOTFIX","'->rejected","'->Released","'->TESTING IN HOTFIX","'->To Do-RESEVO","'->Waiting for support","'->Waiting for Support (II° Level)-10104"
"RAM-206","Bug","[FE] Admin Portal - Ruoli interni - add/remove utenti non si aggiorna la colonna di sinistra","Released","2025-05-07 09:50","Lowest","","hotfix-4.0.122","0","1,008","758","381","-","0","0","-","90,442","0","-","-","-","92,589","2025-05-07 09:50","2025-05-07 17:12","2025-05-12 08:34","2025-05-07 09:51","","2025-05-07 09:51","2025-05-12 08:34","","2025-05-13 14:37","2025-05-12 08:34","","",""
"RAM-205","Bug","Quote base azzerate in riprotezione","Released","2025-05-06 18:03","Low","","","0","0","1","0","-","995","0","-","91,644","0","-","-","-","92,640","2025-05-06 18:03","2025-05-09 09:35","2025-05-09 09:35","2025-05-09 09:34","","2025-05-06 18:04","2025-05-09 09:35","","2025-05-09 09:35","2025-05-09 09:35","","",""
"RAM-204","Task","[HOTFIX] Formattazione tabella Log operazioni e note","Released","2025-05-06 15:35","Medium","","hotfix-4.0.105","577","100","35","366","-","0","0","-","91,706","0","-","-","-","92,784","2025-05-06 15:35","2025-05-08 15:19","2025-05-08 16:59","2025-05-07 17:13","","2025-05-07 17:13","2025-05-08 16:59","","2025-05-08 17:34","2025-05-08 16:59","","",""
"RAM-203","Bug","Gestione risorse nave - cambiando l'uso di una cabina in cabina autisti non si aggiornano le disponibilità della cabina autisti","Released","2025-05-06 14:57","High","","hotfix-4.0.122","1","24","2,127","187","-","41","0","-","90,442","0","-","-","-","92,823","2025-05-06 14:57","2025-05-07 09:45","2025-05-07 10:10","2025-05-06 15:39","","2025-05-06 14:58","2025-05-07 10:10","","2025-05-13 14:37","2025-05-07 10:10","","",""
"RAM-202","Bug","Errore in fase di riprotezione","rejected","2025-05-06 14:41","High","","","1","-","-","-","-","0","-","92,838","-","-","-","-","-","92,839","2025-05-06 14:41","","","","","2025-05-06 14:42","","2025-05-06 14:42","","","","",""
"RAM-201","Bug","Errore durante la riprotezione","Released","2025-05-06 12:37","High","","hotfix-4.0.96","0","130","59","4","-","0","0","-","92,747","0","-","-","-","92,940","2025-05-06 12:37","2025-05-06 13:04","2025-05-06 15:14","2025-05-06 12:37","","2025-05-06 12:37","2025-05-06 15:14","","2025-05-06 16:13","2025-05-06 15:14","","",""
"RAM-199","Task","Recupero corretto utente creatore reversale","Released","2025-05-06 10:37","Medium","","hotfix-4.0.96","3","135","59","80","-","0","0","-","92,747","0","-","-","-","93,023","2025-05-06 10:37","2025-05-06 12:17","2025-05-06 15:14","2025-05-06 10:39","","2025-05-06 10:39","2025-05-06 15:14","","2025-05-06 16:13","2025-05-06 15:14","","",""
"RAM-198","Bug","Stampa Revesale 2025G9900000242","Released","2025-05-05 18:18","Medium","","hotfix-4.0.93","0","0","97","76","-","0","0","-","92,947","0","-","-","-","93,120","2025-05-05 18:18","2025-05-06 10:15","2025-05-06 10:16","2025-05-05 18:47","","2025-05-05 18:18","2025-05-06 10:15","","2025-05-06 11:52","2025-05-06 10:15","","",""
"RAM-197","Bug","Stampa mappa nave","rejected","2025-05-05 17:04","Medium","","","0","-","-","125","-","1","-","93,049","-","-","-","-","-","93,175","2025-05-05 17:04","","","2025-05-05 17:05","","2025-05-05 17:05","","2025-05-06 10:11","","","","",""
"RAM-196","Bug","Diritti di sostituzione non calcolati su resevo","rejected","2025-05-05 14:40","Medium","","","0","-","-","249","-","2","-","93,068","-","-","-","-","-","93,319","2025-05-05 14:40","","","2025-05-05 14:43","","2025-05-05 14:41","","2025-05-06 09:52","","","","",""
"RAM-195","Bug","Errore durante emissione di opzione su Resevo","rejected","2025-05-05 14:29","Medium","","","0","0","-","260","-","0","0","93,069","-","-","-","-","-","93,330","2025-05-05 14:29","2025-05-06 09:51","","2025-05-05 14:30","","2025-05-05 14:30","2025-05-06 09:51","2025-05-06 09:51","","","","",""
"RAM-194","Task","Rendere più parlante l'errore sul numero massimo di risorse raggiunto","Released","2025-05-05 14:28","Lowest","","hotfix-4.0.93","35","163","173","14","-","0","0","-","92,947","0","-","-","-","93,332","2025-05-05 14:28","2025-05-05 15:17","2025-05-05 18:13","2025-05-05 15:03","","2025-05-05 15:03","2025-05-05 18:13","","2025-05-06 11:52","2025-05-05 18:13","","",""
"RAM-193","Bug","NUMERO MASSIMO RISORSE RAGGIUNTO","Released","2025-05-05 11:50","Medium","","hotfix-4.0.93","0","0","362","119","-","1","0","-","92,947","0","-","-","-","93,429","2025-05-05 11:50","2025-05-05 14:50","2025-05-05 14:50","2025-05-05 11:51","","2025-05-05 11:51","2025-05-05 14:50","","2025-05-06 11:52","2025-05-05 14:50","","",""
"RAM-192","Bug","Disponibilità diverse veicoli Resevo - Reservation","Released","2025-05-05 10:41","High","","","2","0","996","0","-","1,000","0","-","91,500","0","-","-","-","93,498","2025-05-05 10:41","2025-05-07 11:23","2025-05-07 11:23","2025-05-07 11:23","","2025-05-05 10:43","2025-05-07 11:23","","2025-05-09 12:09","2025-05-07 11:23","","",""
"RAM-191","[System] Service request","Check - popup","Released","2025-04-30 18:45","Medium","","","0","0","1,614","0","-","0","0","-","92,946","0","-","-","-","94,560","2025-04-30 18:45","2025-04-30 19:11","2025-04-30 19:11","2025-04-30 18:54","","2025-04-30 18:46","2025-04-30 19:11","","2025-05-06 11:53","2025-04-30 19:11","","",""
"RAM-190","Bug","errore stampa lista polizia","Released","2025-04-30 17:33","Medium","","hotfix-4.0.93","0","181","664","236","-","506","0","-","92,947","51","-","-","-","94,586","2025-04-30 17:33","2025-05-02 13:56","2025-05-02 17:48","2025-05-02 08:50","","2025-04-30 17:33","2025-05-02 16:57","","2025-05-06 11:52","2025-05-02 16:57","","",""
"RAM-189","Bug","Discrepaza  campi  PASSENGER_BAND , PASSENGER_TYPE ","Released","2025-04-30 17:16","High","","hotfix-4.0.93","1","113","664","843","-","35","0","-","92,947","0","-","-","-","94,604","2025-04-30 17:16","2025-05-02 15:55","2025-05-02 17:48","2025-04-30 17:52","","2025-04-30 17:17","2025-05-02 17:48","","2025-05-06 11:52","2025-05-02 17:48","","",""
"RAM-188","Bug","OLTA - /voy/olta/voys ritorna un valore di estimatedDurationHours errato","Released","2025-04-30 14:52","Low","","hotfix-4.0.93","0","87","1,613","98","-","1","0","-","92,947","0","-","-","-","94,747","2025-04-30 14:52","2025-04-30 16:32","2025-04-30 18:17","2025-04-30 14:54","","2025-04-30 14:53","2025-04-30 18:08","","2025-05-06 11:52","2025-04-30 18:08","","",""
"RAM-187","Task","Rimozione Enum CategoryTypeCode","Released","2025-04-30 14:49","Low","","CNCT","752","103","8,380","12,878","-","0","192","-","71,997","448","-","-","-","94,750","2025-04-30 14:49","2025-06-09 18:19","2025-06-11 14:22","2025-05-02 10:21","","2025-05-02 10:21","2025-06-10 10:43","","2025-07-07 09:03","2025-06-10 14:55","","",""
"RAM-186","Task","Rimozione Enum LogicalCategoryCode","Done","2025-04-30 14:47","Low","","","1,168","180","92,663","465","-","0","101","-","-","176","-","-","-","94,753","2025-04-30 14:47","2025-05-05 18:58","2025-05-06 17:36","2025-05-05 09:15","","2025-05-05 09:15","2025-05-06 12:58","","","2025-05-06 14:40","","",""
"RAM-185","Task","Rimozione log access token","Released","2025-04-30 11:24","Low","","hotfix-4.0.93","29","300","1,613","6","-","0","0","-","92,947","0","-","-","-","94,895","2025-04-30 11:24","2025-04-30 12:09","2025-04-30 18:36","2025-04-30 11:54","","2025-04-30 11:54","2025-04-30 18:36","","2025-05-06 11:52","2025-04-30 18:36","","",""
"RAM-184","Bug","CLONE - Gestione Reversali - ERRORE","Released","2025-04-30 08:59","High","","hotfix-4.0.93","0","0","1,700","200","-","0","0","-","92,947","192","-","-","-","95,040","2025-04-30 08:59","2025-04-30 13:20","2025-04-30 16:32","2025-04-30 09:00","","2025-04-30 09:00","2025-04-30 13:20","","2025-05-06 11:52","2025-04-30 13:20","","",""
"RAM-181","Bug","Gestione Reversali - reversali non trovate","Released","2025-04-29 15:53","High","","hotfix-4.0.93","1","507","1,111","58","-","540","0","-","92,947","3","-","-","-","95,167","2025-04-29 15:53","2025-04-30 17:52","2025-05-02 09:21","2025-04-30 16:53","","2025-04-29 15:53","2025-05-02 09:19","","2025-05-06 11:52","2025-05-02 09:19","","",""
"RAM-180","Bug","CLONE - Disponibilità diverse veicoli Resevo - Reservation","rejected","2025-04-29 14:41","Medium","","","7","-","-","-","-","-","-","95,232","-","-","-","-","-","95,239","2025-04-29 14:41","","","","","","","2025-04-29 14:48","","","","",""
"RAM-179","Bug","Gestione Reversali - ERRORE","Released","2025-04-29 13:01","High","","","0","0","2,255","51","-","85","0","-","92,947","0","-","-","-","95,338","2025-04-29 13:01","2025-04-29 15:18","2025-04-29 15:18","2025-04-29 14:27","","2025-04-29 13:02","2025-04-29 15:18","","2025-05-06 11:53","2025-04-29 15:18","","",""
"RAM-178","Bug","[FE] Admin Portal - Ruoli interni - add/remove funzionalità non si aggiorna la colonna di sinistra","Released","2025-04-29 12:00","Lowest","","hotfix-4.0.93","0","157","484","386","-","1,365","0","-","92,947","0","-","-","-","95,340","2025-04-29 12:00","2025-05-05 09:11","2025-05-05 11:48","2025-05-02 10:45","","2025-04-29 12:01","2025-05-05 11:48","","2025-05-06 11:52","2025-05-05 11:48","","",""
"RAM-177","Bug","Evento annullo fantasma","Released","2025-04-29 11:53","Medium","","hotfix-4.0.93","1","42","2,093","255","-","0","0","-","92,947","8","-","-","-","95,346","2025-04-29 11:53","2025-04-29 17:10","2025-04-29 18:01","2025-04-29 11:55","","2025-04-29 11:54","2025-04-29 17:52","","2025-05-06 11:52","2025-04-29 17:52","","",""
"RAM-176","Task","Caricamento biglietto in cui è presente una categoria logica cancellata","Released","2025-04-29 11:22","Low","","hotfix-4.0.96","518","262","17","639","-","1,018","176","-","92,747","0","-","-","-","95,378","2025-04-29 11:22","2025-05-05 16:37","2025-05-06 15:55","2025-05-02 13:58","","2025-04-30 12:07","2025-05-06 12:11","","2025-05-06 16:13","2025-05-06 15:55","","",""
"RAM-175","Bug","[FE] Admin Portal - messaggio NON parlante tentando di creare un ruolo con nome già esistente","Released","2025-04-29 09:51","Lowest","","hotfix-4.0.93","0","394","633","635","-","859","0","-","92,947","0","-","-","-","95,469","2025-04-29 09:51","2025-05-02 10:45","2025-05-05 09:19","2025-04-30 17:10","","2025-04-29 09:51","2025-05-05 09:18","","2025-05-06 11:52","2025-05-05 09:18","","",""
"RAM-174","Bug","[FE] Admin Portal - non compare snack bar rossa quando si tenta di cancellare un ruolo associato ad utenti","Released","2025-04-29 09:29","Lowest","","hotfix-4.0.93","1","1,028","570","191","-","689","0","-","92,947","63","-","-","-","95,490","2025-04-29 09:29","2025-04-30 17:10","2025-05-05 10:22","2025-04-30 13:59","","2025-04-29 09:30","2025-05-05 09:19","","2025-05-06 11:52","2025-05-05 09:19","","",""
"RAM-173","Task","NullPointerException in ReplaceReservationSaga","Released","2025-04-28 23:58","Low","","hotfix-4.0.93","660","76","1,613","224","-","0","0","-","92,947","0","-","-","-","95,520","2025-04-28 23:58","2025-04-30 16:44","2025-04-30 19:42","2025-04-30 12:13","","2025-04-30 12:13","2025-04-30 18:16","","2025-05-06 11:52","2025-04-30 18:16","","",""
"RAM-172","Task","NullPointerException in ReplaceReservationSaga","Released","2025-04-28 23:50","Low","","hotfix-4.0.93","650","17","1,050","855","-","0","1","-","92,947","0","-","-","-","95,520","2025-04-28 23:50","2025-05-02 10:04","2025-05-02 10:22","2025-04-30 11:49","","2025-04-30 11:49","2025-05-02 10:21","","2025-05-06 11:52","2025-05-02 10:22","","",""
"RAM-171","Task","NullPointerException in aggiornamento item carrello","Released","2025-04-28 23:38","Low","","hotfix-4.0.93","298","88","1,955","231","-","0","0","-","92,947","0","-","-","-","95,520","2025-04-28 23:38","2025-04-30 09:49","2025-04-30 11:17","2025-04-29 14:58","","2025-04-29 14:58","2025-04-30 11:17","","2025-05-06 11:52","2025-04-30 11:17","","",""
"RAM-170","Bug","Risorse mappa nave - post annullamento biglietto","rejected","2025-04-28 18:32","Medium","","","0","-","-","-","-","105","-","95,415","-","-","-","-","-","95,520","2025-04-28 18:32","","","","","2025-04-28 18:33","","2025-04-29 10:44","","","","",""
"RAM-169","Bug","Importa nominativi - Categoria passeggero non aggiornata","Released","2025-04-28 14:56","Medium","","hotfix-4.0.93","1","93","2,434","98","-","129","0","-","92,947","0","-","-","-","95,703","2025-04-28 14:56","2025-04-29 09:45","2025-04-29 11:18","2025-04-28 17:07","","2025-04-28 14:57","2025-04-29 11:18","","2025-05-06 11:52","2025-04-29 11:18","","",""
"RAM-168","Bug","Gestione reversali - METODO DI PAGAMENTO STRIPE","rejected","2025-04-28 14:21","Medium","","","0","-","-","-","-","297","-","95,441","-","-","-","-","-","95,739","2025-04-28 14:21","","","","","2025-04-28 14:21","","2025-04-29 10:18","","","","",""
"RAM-167","Bug","Sostituzione tratta e data errato","Released","2025-04-28 10:56","High","","hotfix-4.0.93","1","18","1,933","914","-","63","0","-","92,947","8","-","-","-","95,884","2025-04-28 10:56","2025-04-30 11:13","2025-04-30 11:39","2025-04-28 12:10","","2025-04-28 10:57","2025-04-30 11:31","","2025-05-06 11:52","2025-04-30 11:31","","",""
"RAM-164","Task","Errore costruzione mappa nella ricerca ticket header","Released","2025-04-28 08:57","Low","","hotfix-4.0.93","480","532","2,040","0","-","0","0","-","92,947","0","-","-","-","96,000","2025-04-28 08:57","2025-04-29 08:42","2025-04-30 09:52","2025-04-29 08:42","","2025-04-29 08:42","2025-04-30 09:52","","2025-05-06 11:52","2025-04-30 09:52","","",""
"RAM-163","Task","Improvement mapping risposta prezzatura sostituzione B2C","Released","2025-04-28 08:49","Medium","","hotfix-4.0.72","0","229","360","0","-","0","0","-","95,411","0","-","-","-","96,000","2025-04-28 08:49","2025-04-28 08:53","2025-04-28 13:48","2025-04-28 08:50","","2025-04-28 08:50","2025-04-28 13:48","","2025-04-29 10:49","2025-04-28 13:48","","",""
"RAM-162","Task","Eccezione DataTruncation nel salvataggio dei dati di una mail fallita","Released","2025-04-24 22:01","Low","","hotfix-4.0.93","1,370","122","2,040","0","-","0","0","-","92,947","0","-","-","-","96,480","2025-04-24 22:01","2025-04-29 16:50","2025-04-30 09:52","2025-04-29 16:50","","2025-04-29 16:50","2025-04-30 09:52","","2025-05-06 11:52","2025-04-30 09:52","","",""
"RAM-161","Task","Errore invio e-mail transazioni orfane","Released","2025-04-24 21:44","Low","","hotfix-4.0.93","541","0","597","1,379","-","0","1,003","-","92,947","13","-","-","-","96,480","2025-04-24 21:44","2025-04-30 19:15","2025-05-05 09:56","2025-04-28 10:01","","2025-04-28 10:01","2025-04-30 19:46","","2025-05-06 11:52","2025-05-05 09:43","","",""
"RAM-159","Bug","OLTA - Rimuovere dalle classi e dallo swagger del veicolo del carrello e dalla reservation alcuni campi","Released","2025-04-24 13:04","Low","","hotfix-4.0.93","0","80","2,093","1,515","-","96","0","-","92,947","44","-","-","-","96,776","2025-04-24 13:04","2025-04-29 15:55","2025-04-29 19:26","2025-04-24 14:40","","2025-04-24 13:04","2025-04-29 17:15","","2025-05-06 11:52","2025-04-29 17:16","","",""
"RAM-158","[System] Service request","Configurazione per Dynatrace mancante in APIGW Service","Released","2025-04-24 11:38","High","","","1","0","48,987","1,326","-","0","0","-","46,488","0","-","-","-","96,802","2025-04-24 11:38","2025-04-29 09:45","2025-04-29 09:45","2025-04-24 11:39","","2025-04-24 11:38","2025-04-29 09:45","","2025-09-18 10:12","2025-04-29 09:45","","",""
"RAM-157","Bug","Rimborso errato in prevendite convertite in biglietto [Sito Web B2C]","Released","2025-04-23 17:00","High","","hotfix-4.0.72","14","223","109","1,180","-","84","0","-","95,411","0","-","-","-","97,020","2025-04-23 17:00","2025-04-28 14:17","2025-04-28 18:51","2025-04-24 09:37","","2025-04-23 17:13","2025-04-28 18:21","","2025-04-29 10:49","2025-04-28 18:21","","",""
"RAM-156","Bug","Lettori barcode - Categoria PAX Infant","rejected","2025-04-23 13:59","Medium","","","1","-","-","1,368","-","12","-","95,820","-","-","-","-","-","97,201","2025-04-23 13:59","","","2025-04-23 14:11","","2025-04-23 14:00","","2025-04-28 12:19","","","","",""
"RAM-155","Task","Blocco emissione di inserimento passeggero con documento scaduto con lettura MRZ","rejected","2025-04-23 11:48","High","","","193","-","-","217","-","0","-","96,862","-","-","-","-","-","97,272","2025-04-23 11:48","","","2025-04-23 16:01","","2025-04-23 16:01","","2025-04-24 10:38","","","","",""
"RAM-154","Task","Eliminare doppia scrollbar in Riepilogo emissione biglietto per viaggi A/R","Released","2025-04-23 10:31","Low","","hotfix-4.0.72","1,187","300","95","342","-","0","0","-","95,411","14","-","-","-","97,349","2025-04-23 10:31","2025-04-28 12:10","2025-04-29 09:13","2025-04-25 15:18","","2025-04-25 15:17","2025-04-28 18:05","","2025-04-29 10:49","2025-04-28 18:05","","",""
"RAM-153","Task","[booking-service] Logica endpoint /ticket-headers/agency-code/{agencyCode} errata","Released","2025-04-22 22:00","High","","hotfix-4.0.93","3,598","0","594","285","-","0","15","-","92,947","0","-","-","-","97,440","2025-04-22 22:00","2025-05-05 09:43","2025-05-05 09:58","2025-05-02 13:58","","2025-05-02 13:58","2025-05-05 09:43","","2025-05-06 11:52","2025-05-05 09:58","","",""
"RAM-152","Task","[reportprint-service] Errore generazione export port authority","Released","2025-04-22 21:11","Low","","hotfix-4.0.72","310","137","1,277","213","-","0","0","-","95,411","92","-","-","-","97,440","2025-04-22 21:11","2025-04-24 09:42","2025-04-24 14:32","2025-04-23 15:10","","2025-04-23 15:10","2025-04-24 12:46","","2025-04-29 10:49","2025-04-24 12:46","","",""
"RAM-151","Task","Gestione tool tip in Nuovo/modifica nominativo ->Scadenza documento","Released","2025-04-22 17:12","Low","","hotfix-4.0.96","1,706","453","54","2,527","-","0","0","-","92,747","0","-","-","-","97,487","2025-04-22 17:12","2025-05-05 15:45","2025-05-06 15:19","2025-04-28 13:39","","2025-04-28 13:39","2025-05-06 15:18","","2025-05-06 16:13","2025-05-06 15:19","","",""
"RAM-150","Task","Messaggio di errore parlante - codici N","Released","2025-04-22 15:50","Medium","","hotfix-4.0.72","610","1","1,069","179","-","0","16","-","95,411","284","-","-","-","97,570","2025-04-22 15:50","2025-04-24 11:59","2025-04-24 18:24","2025-04-23 17:59","","2025-04-23 17:59","2025-04-24 12:53","","2025-04-29 10:49","2025-04-24 13:15","","",""
"RAM-149","[System] Service request","Problema biglietti senza boarding pass - non checkinabili","Released","2025-04-22 12:29","High","","","0","0","51,024","228","-","0","0","-","46,488","0","-","-","-","97,740","2025-04-22 12:29","2025-04-22 16:47","2025-04-22 16:48","2025-04-22 12:30","","2025-04-22 12:30","2025-04-22 16:47","","2025-09-18 10:12","2025-04-22 16:47","","",""
"RAM-148","Task","Mancato invio email annullamento prevendita in lingua albanese","Released","2025-04-22 11:22","Low","","hotfix-4.0.59","0","0","50","337","-","0","43","-","97,347","0","-","-","-","97,778","2025-04-22 11:22","2025-04-22 18:31","2025-04-23 09:43","2025-04-22 11:22","","2025-04-22 11:22","2025-04-22 21:33","","2025-04-23 10:33","2025-04-23 09:43","","",""
